id	season	week	season_type	start_date	neutral_site	conference_game	attendance	venue_id	venue	home_team	home_conference	home_points	home_line_scores[0]	home_line_scores[1]	home_line_scores[2]	home_line_scores[3]	away_team	away_conference	away_points	away_line_scores[0]	away_line_scores[1]	away_line_scores[2]	away_line_scores[3]
401114165	2019	2	regular	2019-09-08T02:45:00.000Z	FALSE	FALSE		3619	Arizona Stadium	Arizona	Pac-12	65	21	30	7	7	Northern Arizona		41	7	6	14	14
401114200	2019	2	regular	2019-09-08T03:59:00.000Z	FALSE	FALSE		3610	Aloha Stadium	Hawai'i	Mountain West	31	7	14	7	3	Oregon State	Pac-12	28	14	14	0	0
401112448	2019	3	regular	2019-09-13T22:00:00.000Z	FALSE	TRUE		3630	BB&T Field	Wake Forest	ACC	24	7	14	0	3	North Carolina	ACC	18	0	0	3	15
401112098	2019	3	regular	2019-09-13T23:30:00.000Z	FALSE	FALSE		3615	Alumni Stadium	Boston College	ACC	24	17	7	0	0	Kansas	Big 12	48	7	21	13	7
401114230	2019	3	regular	2019-09-14T01:15:00.000Z	TRUE	FALSE		3891	NRG Stadium	Houston	American Athletic	24	0	14	0	10	Washington State	Pac-12	31	0	7	14	10
401112203	2019	3	regular	2019-09-14T16:00:00.000Z	FALSE	FALSE		3806	Lincoln Financial Field	Temple	American Athletic	20	7	0	6	7	Maryland	Big Ten	17	2	0	13	2
401112259	2019	3	regular	2019-09-14T16:00:00.000Z	FALSE	FALSE		3632	Beaver Stadium	Penn State	Big Ten	17	7	3	7	0	Pittsburgh	ACC	10	0	10	0	0
401112159	2019	3	regular	2019-09-14T16:00:00.000Z	FALSE	TRUE		3830	Memorial Stadium	Indiana	Big Ten	10	3	7	0	0	Ohio State	Big Ten	51	7	23	21	0
401110788	2019	3	regular	2019-09-14T16:00:00.000Z	FALSE	FALSE		3917	Sanford Stadium	Georgia	SEC	55	13	21	14	7	Arkansas State	Sun Belt	0	0	0	0	0
401110795	2019	3	regular	2019-09-14T16:00:00.000Z	FALSE	FALSE		3853	Neyland Stadium	Tennessee	SEC	45	21	17	7	0	Chattanooga		0	0	0	0	0
401112147	2019	3	regular	2019-09-14T16:00:00.000Z	FALSE	FALSE		3832	Memorial Stadium	Illinois	Big Ten	31	17	0	0	14	Eastern Michigan	Mid-American	34	14	9	0	11
401112144	2019	3	regular	2019-09-14T16:00:00.000Z	FALSE	FALSE		3842	Mountaineer Field at Milan Puskar Stadium	West Virginia	Big 12	44	14	7	10	13	NC State	ACC	27	7	14	6	0
401112455	2019	3	regular	2019-09-14T16:00:00.000Z	FALSE	FALSE		3799	Lane Stadium	Virginia Tech	ACC	24	3	0	14	7	Furman		17	0	14	0	3
401110792	2019	3	regular	2019-09-14T16:00:00.000Z	FALSE	FALSE		3693	Davis Wade Stadium	Mississippi State	SEC	24	0	14	7	3	Kansas State	Big 12	31	3	14	0	14
401117863	2019	3	regular	2019-09-14T16:00:00.000Z	FALSE	FALSE		3854	Nippert Stadium	Cincinnati	American Athletic	35	0	14	21	0	Miami (OH)	Mid-American	13	10	0	3	0
401112452	2019	3	regular	2019-09-14T16:30:00.000Z	FALSE	FALSE		721	Bobby Dodd Stadium at Historic Grant Field	Georgia Tech	ACC	24	0	6	8	10	The Citadel		27	7	7	7	3
401114185	2019	3	regular	2019-09-14T17:00:00.000Z	FALSE	FALSE		3726	Folsom Field	Colorado	Pac-12	23	10	0	0	13	Air Force	Mountain West	30	6	14	0	3
401121939	2019	3	regular	2019-09-14T18:00:00.000Z	FALSE	FALSE		3654	Brooks Stadium	Coastal Carolina	Sun Belt	46	12	7	14	13	Norfolk State		7	0	7	0	0
401114257	2019	3	regular	2019-09-14T18:00:00.000Z	FALSE	FALSE		3919	Scheumann Stadium	Ball State	Mid-American	31	14	3	7	7	Florida Atlantic	Conference USA	41	7	14	13	7
401114336	2019	3	regular	2019-09-14T18:30:00.000Z	FALSE	FALSE		3855	Notre Dame Stadium	Notre Dame	FBS Independents	66	7	31	14	14	New Mexico	Mountain West	14	0	7	0	7
401119263	2019	3	regular	2019-09-14T19:00:00.000Z	FALSE	TRUE		3786	Kelly/Shorts Stadium	Central Michigan	Mid-American	45	3	24	3	15	Akron	Mid-American	24	0	10	0	14
401117865	2019	3	regular	2019-09-14T19:30:00.000Z	FALSE	FALSE		3797	Ladd Peebles Stadium	South Alabama	Sun Belt	6	0	0	0	6	Memphis	American Athletic	42	7	16	7	12
401112231	2019	3	regular	2019-09-14T19:30:00.000Z	FALSE	FALSE		3953	TCF Bank Stadium	Minnesota	Big Ten	35	14	7	0	14	Georgia Southern	Sun Belt	32	10	10	0	12
401114219	2019	3	regular	2019-09-14T19:30:00.000Z	FALSE	FALSE		3801	LaVell Edwards Stadium	BYU	FBS Independents	30	10	7	0	10	USC	Pac-12	27	7	10	0	10
401110794	2019	3	regular	2019-09-14T19:30:00.000Z	FALSE	TRUE		3994	Williams-Brice Stadium	South Carolina	SEC	23	10	0	3	10	Alabama	SEC	47	14	10	10	13
401112124	2019	3	regular	2019-09-14T19:30:00.000Z	FALSE	FALSE		3674	Skelly Field at H. A. Chapman Stadium	Tulsa	American Athletic	21	7	14	0	0	Oklahoma State	Big 12	40	17	3	13	7
401117864	2019	3	regular	2019-09-14T19:30:00.000Z	FALSE	TRUE		3852	Navy-Marine Corps Memorial Stadium	Navy	American Athletic	42	14	14	14	0	East Carolina	American Athletic	10	0	3	0	7
401112246	2019	3	regular	2019-09-14T19:30:00.000Z	FALSE	FALSE		3911	Ryan Field	Northwestern	Big Ten	30	10	6	7	7	UNLV	Mountain West	14	7	7	0	0
401114261	2019	3	regular	2019-09-14T19:30:00.000Z	FALSE	FALSE		3604	Alamodome	UT San Antonio	Conference USA	13	0	0	7	6	Army	FBS Independents	31	10	0	7	14
401114208	2019	3	regular	2019-09-14T19:30:00.000Z	FALSE	FALSE		3652	Bright House Networks Stadium	UCF	American Athletic	45	28	10	0	7	Stanford	Pac-12	27	7	0	3	17
401112214	2019	3	regular	2019-09-14T20:00:00.000Z	FALSE	FALSE		3936	Spartan Stadium	Michigan State	Big Ten	7	0	0	0	7	Arizona State	Pac-12	10	0	3	0	7
401112454	2019	3	regular	2019-09-14T20:00:00.000Z	FALSE	FALSE		3948	Hard Rock Stadium	Miami	ACC	63	7	21	14	21	Bethune-Cookman		0	0	0	0	0
401112086	2019	3	regular	2019-09-14T20:00:00.000Z	FALSE	FALSE		3772	Jack Trice Stadium	Iowa State	Big 12	17	7	0	7	3	Iowa	Big Ten	18	3	3	3	9
401112453	2019	3	regular	2019-09-14T20:00:00.000Z	TRUE	FALSE		3810	Nissan Stadium	Western Kentucky	Conference USA	21	0	7	7	7	Louisville	ACC	38	7	24	7	0
401110786	2019	3	regular	2019-09-14T20:00:00.000Z	FALSE	FALSE		3887	Donald W. Reynolds Razorback Stadium Frank Broyles Field	Arkansas	SEC	55	24	3	7	21	Colorado State	Mountain West	34	14	10	10	0
401110791	2019	3	regular	2019-09-14T20:00:00.000Z	FALSE	FALSE		3974	Vaught-Hemingway Stadium	Ole Miss	SEC	40	13	14	7	6	Southeastern Louisiana		29	3	14	12	0
401114201	2019	3	regular	2019-09-14T20:15:00.000Z	FALSE	FALSE		3893	Reser Stadium	Oregon State	Pac-12	45	21	17	7	0	Cal Poly		7	7	0	0	0
401114176	2019	3	regular	2019-09-14T20:15:00.000Z	FALSE	FALSE		3831	California Memorial Stadium	California	Pac-12	23	20	0	3	0	North Texas	Conference USA	17	0	3	7	7
401114225	2019	3	regular	2019-09-14T20:15:00.000Z	FALSE	FALSE		587	Rice-Eccles Stadium	Utah	Pac-12	31	17	7	7	0	Idaho State		0	0	0	0	0
401114258	2019	3	regular	2019-09-14T21:00:00.000Z	FALSE	FALSE		3700	Doyt Perry Stadium	Bowling Green	Mid-American	7	7	0	0	0	Louisiana Tech	Conference USA	35	14	7	0	14
401117504	2019	3	regular	2019-09-14T21:00:00.000Z	FALSE	FALSE		3984	War Memorial Stadium	Wyoming	Mountain West	21	0	14	0	7	Idaho		16	3	7	3	3
401114348	2019	3	regular	2019-09-14T22:00:00.000Z	FALSE	FALSE		3992	Williams Stadium	Liberty	FBS Independents	35	7	21	7	0	Buffalo	Mid-American	17	0	7	3	7
401114260	2019	3	regular	2019-09-14T22:00:00.000Z	FALSE	FALSE		3975	Veterans Memorial Stadium	Troy	Sun Belt	42	7	7	7	21	Southern Mississippi	Conference USA	47	14	3	9	21
401117866	2019	3	regular	2019-09-14T22:00:00.000Z	FALSE	FALSE		3886	Raymond James Stadium	South Florida	American Athletic	55	7	17	17	14	South Carolina State		16	3	0	6	7
401114255	2019	3	regular	2019-09-14T22:00:00.000Z	FALSE	FALSE		4418	Jerry Richardson Stadium	Charlotte	Conference USA	52	21	10	14	7	UMass	FBS Independents	17	0	10	0	7
401114259	2019	3	regular	2019-09-14T22:30:00.000Z	FALSE	FALSE		3775	Joan C. Edwards Stadium	Marshall	Conference USA	33	10	17	0	6	Ohio	Mid-American	31	3	14	7	7
401119264	2019	3	regular	2019-09-14T23:00:00.000Z	FALSE	FALSE		3980	Waldo Stadium	Western Michigan	Mid-American	57	24	19	14	0	Georgia State	Sun Belt	10	10	0	0	0
401117867	2019	3	regular	2019-09-14T23:00:00.000Z	FALSE	FALSE		3735	Gerald J. Ford Stadium	SMU	American Athletic	47	7	6	21	13	Texas State	Sun Belt	17	3	0	7	7
401112450	2019	3	regular	2019-09-14T23:00:00.000Z	FALSE	FALSE		3725	Johnny Red"" Floyd Stadium""	Middle Tennessee	Conference USA	18	3	0	8	7	Duke	ACC	41	14	17	10	0
401117505	2019	3	regular	2019-09-14T23:00:00.000Z	FALSE	FALSE		3816	Mackay Stadium	Nevada	Mountain West	19	3	6	7	3	Weber State		13	0	10	3	0
401114256	2019	3	regular	2019-09-14T23:00:00.000Z	FALSE	FALSE		218	FIU Stadium	Florida International	Conference USA	30	7	6	7	10	New Hampshire		17	10	0	7	0
401110787	2019	3	regular	2019-09-14T23:00:00.000Z	FALSE	FALSE		3785	Jordan-Hare Stadium	Auburn	SEC	55	14	10	14	17	Kent State	Mid-American	16	3	7	0	6
401110796	2019	3	regular	2019-09-14T23:00:00.000Z	FALSE	FALSE		3795	Kyle Field	Texas A&M	SEC	62	13	14	21	14	Lamar		3	0	0	3	0
401119265	2019	3	regular	2019-09-14T23:00:00.000Z	FALSE	FALSE		3739	Glass Bowl	Toledo	Mid-American	45	3	14	21	7	Murray State		0	0	0	0	0
401110789	2019	3	regular	2019-09-14T23:00:00.000Z	FALSE	TRUE		3683	Commonwealth Stadium	Kentucky	SEC	21	0	14	7	0	Florida	SEC	29	7	0	3	19
401112449	2019	3	regular	2019-09-14T23:30:00.000Z	FALSE	TRUE		1964	Carrier Dome	Syracuse	ACC	6	0	6	0	0	Clemson	ACC	41	14	3	10	14
401114234	2019	3	regular	2019-09-14T23:30:00.000Z	FALSE	FALSE		3765	Husky Stadium	Washington	Pac-12	52	21	17	0	14	Hawai'i	Mountain West	20	0	7	13	0
401110790	2019	3	regular	2019-09-14T23:30:00.000Z	FALSE	FALSE		3958	Tiger Stadium	LSU	SEC	65	3	21	27	14	Northwestern State		14	7	7	0	0
401121940	2019	3	regular	2019-09-14T23:30:00.000Z	FALSE	FALSE		3666	Cajun Field	Louisiana	Sun Belt	77	28	28	7	14	Texas Southern		6	3	3	0	0
401112451	2019	3	regular	2019-09-14T23:30:00.000Z	FALSE	TRUE		3923	Scott Stadium	Virginia	ACC	31	3	7	0	21	Florida State	ACC	24	0	14	3	7
401112130	2019	3	regular	2019-09-14T23:30:00.000Z	FALSE	FALSE		3907	Ross-Ade Stadium	Purdue	Big Ten	13	3	3	0	7	TCU	Big 12	34	10	3	14	7
401110793	2019	3	regular	2019-09-14T23:30:00.000Z	FALSE	FALSE		3838	Faurot Field	Missouri	SEC	50	27	10	10	3	Southeast Missouri State		0	0	0	0	0
401114339	2019	3	regular	2019-09-15T00:00:00.000Z	FALSE	FALSE		3601	Aggie Memorial Stadium	New Mexico State	FBS Independents	10	0	0	10	0	San Diego State	Mountain West	31	7	10	7	7
401117868	2019	3	regular	2019-09-15T00:00:00.000Z	FALSE	FALSE		4729	Benson Field at Yulman Stadium	Tulane	American Athletic	58	10	28	13	7	Missouri State		6	0	6	0	0
401112116	2019	3	regular	2019-09-15T00:00:00.000Z	FALSE	FALSE		1056	Rose Bowl	UCLA	Pac-12	14	0	7	7	0	Oklahoma	Big 12	48	17	17	7	7
401112136	2019	3	regular	2019-09-15T00:00:00.000Z	TRUE	FALSE		3891	NRG Stadium	Rice	Conference USA	13	0	0	0	13	Texas	Big 12	48	14	17	7	10
401112240	2019	3	regular	2019-09-15T00:00:00.000Z	FALSE	FALSE		3834	Memorial Stadium	Nebraska	Big Ten	44	10	20	7	7	Northern Illinois	Mid-American	8	0	5	3	0
401117503	2019	3	regular	2019-09-15T02:15:00.000Z	FALSE	FALSE		3653	Albertsons Stadium	Boise State	Mountain West	45	14	14	10	7	Portland State		10	10	0	0	0
401112141	2019	3	regular	2019-09-15T02:30:00.000Z	FALSE	FALSE		3619	Arizona Stadium	Arizona	Pac-12	28	0	13	0	15	Texas Tech	Big 12	14	7	0	7	0
401114194	2019	3	regular	2019-09-15T02:45:00.000Z	FALSE	FALSE		3626	Autzen Stadium	Oregon	Pac-12	35	14	7	7	7	Montana		3	0	0	3	0
401117869	2019	4	regular	2019-09-20T00:00:00.000Z	FALSE	TRUE		4729	Benson Field at Yulman Stadium	Tulane	American Athletic	38	7	7	7	17	Houston	American Athletic	31	14	14	0	3
401114262	2019	4	regular	2019-09-21T00:00:00.000Z	FALSE	TRUE		3776	Joe Aillet Stadium	Louisiana Tech	Conference USA	43	0	13	14	16	Florida International	Conference USA	31	0	10	14	7
401117506	2019	4	regular	2019-09-21T01:00:00.000Z	FALSE	TRUE		3653	Albertsons Stadium	Boise State	Mountain West	30	0	10	7	13	Air Force	Mountain West	19	0	10	3	6
401114220	2019	4	regular	2019-09-21T01:00:00.000Z	FALSE	TRUE		477	Los Angeles Memorial Coliseum	USC	Pac-12	30	14	0	7	9	Utah	Pac-12	23	7	3	7	6
401110805	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	TRUE		3973	Vanderbilt Stadium	Vanderbilt	SEC	38	7	10	14	7	LSU	SEC	66	28	10	21	7
401112224	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	TRUE		347	Camp Randall Stadium	Wisconsin	Big Ten	35	14	14	7	0	Michigan	Big Ten	14	0	0	8	6
401112464	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	FALSE		3630	BB&T Field	Wake Forest	ACC	49	14	14	14	7	Elon		7	7	0	0	0
401112265	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	FALSE		3754	High Point Solutions Stadium	Rutgers	Big Ten	16	7	6	0	3	Boston College	ACC	30	7	10	7	6
401110799	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	TRUE		3634	Ben Hill Griffin Stadium	Florida	SEC	34	7	10	7	10	Tennessee	SEC	3	0	0	3	0
401110801	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	FALSE		3974	Vaught-Hemingway Stadium	Ole Miss	SEC	20	7	6	0	7	California	Pac-12	28	7	7	14	0
401112462	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	FALSE		1964	Carrier Dome	Syracuse	ACC	52	14	10	14	14	Western Michigan	Mid-American	33	0	13	20	0
401112087	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	FALSE		3772	Jack Trice Stadium	Iowa State	Big 12	72	14	13	21	24	Louisiana Monroe	Sun Belt	20	0	13	7	0
401112160	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	FALSE		3830	Memorial Stadium	Indiana	Big Ten	38	7	10	14	7	Connecticut	American Athletic	3	3	0	0	0
401112215	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	TRUE		3911	Ryan Field	Northwestern	Big Ten	10	0	3	0	7	Michigan State	Big Ten	31	7	7	10	7
401114327	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	FALSE		3841	Blaik Field at Michie Stadium	Army	FBS Independents	52	7	17	7	21	Morgan State		21	14	0	7	0
401110797	2019	4	regular	2019-09-21T16:00:00.000Z	FALSE	FALSE		3657	Bryant Denny Stadium	Alabama	SEC	49	14	14	14	7	Southern Mississippi	Conference USA	7	0	7	0	0
401114355	2019	4	regular	2019-09-21T17:00:00.000Z	FALSE	FALSE		3985	Warren McGuirk Alumni Stadium	UMass	FBS Independents	28	7	7	7	7	Coastal Carolina	Sun Belt	62	14	28	14	6
401119268	2019	4	regular	2019-09-21T18:00:00.000Z	FALSE	FALSE		3876	Peden Stadium	Ohio	Mid-American	25	0	6	6	13	Louisiana	Sun Belt	45	7	3	14	21
401119269	2019	4	regular	2019-09-21T19:00:00.000Z	FALSE	FALSE		3768	Summa Field at InfoCision Stadium	Akron	Mid-American	7	7	0	0	0	Troy	Sun Belt	35	7	14	14	0
401119267	2019	4	regular	2019-09-21T19:00:00.000Z	FALSE	FALSE		3912	Rynearson Stadium	Eastern Michigan	Mid-American	34	7	14	0	13	Central Connecticut		29	15	0	0	14
401114235	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	FALSE		3801	LaVell Edwards Stadium	BYU	FBS Independents	19	3	9	7	0	Washington	Pac-12	45	21	3	21	0
401112459	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	FALSE		3787	Kenan Memorial Stadium	North Carolina	ACC	31	7	10	7	7	Appalachian State	Sun Belt	34	13	14	7	0
401117509	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	FALSE		3674	Skelly Field at H. A. Chapman Stadium	Tulsa	American Athletic	24	0	14	3	7	Wyoming	Mountain West	21	7	0	0	14
401112253	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	FALSE		3861	Ohio Stadium	Ohio State	Big Ten	76	7	42	14	13	Miami (OH)	Mid-American	5	5	0	0	0
401117870	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	FALSE		3965	UB Stadium	Buffalo	Mid-American	38	0	24	7	7	Temple	American Athletic	22	7	0	3	12
401110804	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	TRUE		3795	Kyle Field	Texas A&M	SEC	20	0	3	0	17	Auburn	SEC	28	14	0	7	7
401119266	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	TRUE		3696	Dix Stadium	Kent State	Mid-American	62	21	3	17	21	Bowling Green	Mid-American	20	7	0	0	13
401112461	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	FALSE		3752	Heinz Field	Pittsburgh	ACC	35	7	14	7	7	UCF	American Athletic	34	0	10	21	3
401112457	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	TRUE		3697	Bobby Bowden Field at Doak Campbell Stadium	Florida State	ACC	35	21	0	0	14	Louisville	ACC	24	0	7	10	7
401114265	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	FALSE		3803	Legion Field	UAB	Conference USA	35	14	14	7	0	South Alabama	Sun Belt	3	3	0	0	0
401112131	2019	4	regular	2019-09-21T19:30:00.000Z	FALSE	FALSE		3616	Amon G. Carter Stadium	TCU	Big 12	38	7	10	7	14	SMU	American Athletic	41	18	13	0	10
401110803	2019	4	regular	2019-09-21T20:00:00.000Z	FALSE	TRUE		3838	Faurot Field	Missouri	SEC	34	7	10	14	3	South Carolina	SEC	14	0	7	7	0
401110802	2019	4	regular	2019-09-21T20:00:00.000Z	FALSE	TRUE		3693	Davis Wade Stadium	Mississippi State	SEC	28	7	14	0	7	Kentucky	SEC	13	3	0	7	3
401112458	2019	4	regular	2019-09-21T20:00:00.000Z	FALSE	FALSE		3948	Hard Rock Stadium	Miami	ACC	17	7	0	7	3	Central Michigan	Mid-American	12	0	2	3	7
401112099	2019	4	regular	2019-09-21T20:30:00.000Z	FALSE	TRUE		3833	Memorial Stadium	Kansas	Big 12	24	0	7	10	7	West Virginia	Big 12	29	7	3	10	9
401114340	2019	4	regular	2019-09-21T20:30:00.000Z	FALSE	FALSE		3971	University Stadium	New Mexico	Mountain West	55	14	17	17	7	New Mexico State	FBS Independents	52	17	14	7	14
401116697	2019	4	regular	2019-09-21T22:00:00.000Z	FALSE	FALSE		3699	Dowdy-Ficklen Stadium	East Carolina	American Athletic	19	7	3	3	6	William & Mary		7	0	7	0	0
401114263	2019	4	regular	2019-09-21T22:00:00.000Z	FALSE	FALSE		3715	FAU Stadium	Florida Atlantic	Conference USA	42	14	14	7	7	Wagner		7	0	7	0	0
401114349	2019	4	regular	2019-09-21T22:00:00.000Z	FALSE	FALSE		3992	Williams Stadium	Liberty	FBS Independents	62	27	14	7	14	Hampton		27	12	0	8	7
401121942	2019	4	regular	2019-09-21T23:00:00.000Z	FALSE	TRUE		3644	Jim Wacker Field at Bobcat Stadium	Texas State	Sun Belt	37	10	7	3	7	Georgia State	Sun Belt	34	7	10	0	10
401121941	2019	4	regular	2019-09-21T23:00:00.000Z	FALSE	FALSE		3625	Centennial Bank Stadium	Arkansas State	Sun Belt	41	14	17	7	3	Southern Illinois		28	14	0	14	0
401114195	2019	4	regular	2019-09-21T23:00:00.000Z	FALSE	TRUE		3940	Stanford Stadium	Stanford	Pac-12	6	3	0	0	3	Oregon	Pac-12	21	7	7	0	7
401112460	2019	4	regular	2019-09-21T23:00:00.000Z	FALSE	FALSE		3670	Carter-Finley Stadium	NC State	ACC	34	6	14	7	7	Ball State	Mid-American	23	7	0	6	10
401112463	2019	4	regular	2019-09-21T23:00:00.000Z	FALSE	FALSE		3923	Scott Stadium	Virginia	ACC	28	0	7	7	14	Old Dominion	Conference USA	17	10	7	0	0
401112075	2019	4	regular	2019-09-21T23:00:00.000Z	FALSE	FALSE		3895	Rice Stadium	Rice	Conference USA	13	0	3	3	7	Baylor	Big 12	21	7	14	0	0
401114264	2019	4	regular	2019-09-21T23:30:00.000Z	FALSE	TRUE		3825	Apogee Stadium	North Texas	Conference USA	45	7	17	14	7	UT San Antonio	Conference USA	3	0	3	0	0
401112456	2019	4	regular	2019-09-21T23:30:00.000Z	FALSE	FALSE		3836	Memorial Stadium	Clemson	ACC	52	17	21	7	7	Charlotte	Conference USA	10	0	3	7	0
401110798	2019	4	regular	2019-09-21T23:30:00.000Z	FALSE	FALSE		3887	Donald W. Reynolds Razorback Stadium Frank Broyles Field	Arkansas	SEC	24	7	0	3	14	San José State	Mountain West	31	7	17	0	7
401112125	2019	4	regular	2019-09-21T23:30:00.000Z	FALSE	TRUE		3910	Darrell K Royal-Texas Memorial Stadium	Texas	Big 12	36	0	21	7	8	Oklahoma State	Big 12	30	3	17	3	7
401112148	2019	4	regular	2019-09-22T00:00:00.000Z	FALSE	TRUE		3832	Memorial Stadium	Illinois	Big Ten	38	14	7	14	3	Nebraska	Big Ten	42	7	7	13	15
401110800	2019	4	regular	2019-09-22T00:00:00.000Z	FALSE	FALSE		3917	Sanford Stadium	Georgia	SEC	23	0	7	6	10	Notre Dame	FBS Independents	17	0	10	0	7
401114266	2019	4	regular	2019-09-22T00:00:00.000Z	FALSE	FALSE		3946	Sun Bowl Stadium	UTEP	Conference USA	21	7	7	7	0	Nevada	Mountain West	37	0	21	3	13
401117510	2019	4	regular	2019-09-22T02:00:00.000Z	FALSE	FALSE		3660	Bulldog Stadium	Fresno State	Mountain West	34	7	7	0	20	Sacramento State		20	6	6	0	8
401114155	2019	4	regular	2019-09-22T02:00:00.000Z	FALSE	TRUE		3947	Sun Devil Stadium	Arizona State	Pac-12	31	0	21	3	7	Colorado	Pac-12	34	14	10	7	3
401117507	2019	4	regular	2019-09-22T02:15:00.000Z	FALSE	FALSE		5388	Canvas Stadium	Colorado State	Mountain West	35	7	6	14	8	Toledo	Mid-American	41	7	7	21	6
401114215	2019	4	regular	2019-09-22T02:30:00.000Z	FALSE	TRUE		3820	Martin Stadium	Washington State	Pac-12	63	7	28	14	14	UCLA	Pac-12	67	10	7	21	29
401117508	2019	4	regular	2019-09-22T02:30:00.000Z	FALSE	TRUE		3932	Qualcomm Stadium	San Diego State	Mountain West	17	3	0	0	14	Utah State	Mountain West	23	7	13	3	0
401117511	2019	4	regular	2019-09-22T03:59:00.000Z	FALSE	FALSE		3610	Aloha Stadium	Hawai'i	Mountain West	35	14	14	0	7	Central Arkansas		16	0	9	0	7
401117871	2019	5	regular	2019-09-27T00:00:00.000Z	FALSE	TRUE		3805	Liberty Bowl Memorial Stadium	Memphis	American Athletic	35	7	7	14	7	Navy	American Athletic	23	13	7	0	3
401112465	2019	5	regular	2019-09-27T23:00:00.000Z	FALSE	TRUE		3799	Lane Stadium	Virginia Tech	ACC	10	3	0	7	0	Duke	ACC	45	0	21	10	14
401112204	2019	5	regular	2019-09-28T00:00:00.000Z	FALSE	TRUE		3665	Maryland Stadium	Maryland	Big Ten	0	0	0	0	0	Penn State	Big Ten	59	14	24	7	14
401117512	2019	5	regular	2019-09-28T00:00:00.000Z	FALSE	TRUE		3713	Falcon Stadium	Air Force	Mountain West	41	7	14	13	7	San José State	Mountain West	24	7	3	0	14
401114156	2019	5	regular	2019-09-28T02:30:00.000Z	FALSE	TRUE		3831	California Memorial Stadium	California	Pac-12	17	7	0	7	3	Arizona State	Pac-12	24	7	0	7	10
401112225	2019	5	regular	2019-09-28T16:00:00.000Z	FALSE	TRUE		3558	Michigan Stadium	Michigan	Big Ten	52	14	10	14	14	Rutgers	Big Ten	0	0	0	0	0
401112100	2019	5	regular	2019-09-28T16:00:00.000Z	FALSE	TRUE		3616	Amon G. Carter Stadium	TCU	Big 12	51	21	17	0	13	Kansas	Big 12	14	0	0	0	14
401112471	2019	5	regular	2019-09-28T16:00:00.000Z	FALSE	FALSE		1964	Carrier Dome	Syracuse	ACC	41	17	7	10	7	Holy Cross		3	0	3	0	0
401112117	2019	5	regular	2019-09-28T16:00:00.000Z	FALSE	TRUE		3835	Gaylord Family Oklahoma Memorial Stadium	Oklahoma	Big 12	55	17	17	14	7	Texas Tech	Big 12	16	0	10	6	0
401112247	2019	5	regular	2019-09-28T16:00:00.000Z	FALSE	TRUE		347	Camp Randall Stadium	Wisconsin	Big Ten	24	7	0	7	10	Northwestern	Big Ten	15	3	0	0	12
401110811	2019	5	regular	2019-09-28T16:00:00.000Z	FALSE	FALSE		3973	Vanderbilt Stadium	Vanderbilt	SEC	24	14	0	7	3	Northern Illinois	Mid-American	18	0	0	10	8
401112193	2019	5	regular	2019-09-28T16:00:00.000Z	FALSE	FALSE		3793	Kinnick Stadium	Iowa	Big Ten	48	17	7	10	14	Middle Tennessee	Conference USA	3	0	0	3	0
401110807	2019	5	regular	2019-09-28T16:00:00.000Z	TRUE	TRUE		3687	AT&T Stadium	Arkansas	SEC	27	0	17	7	3	Texas A&M	SEC	31	7	14	0	10
401119270	2019	5	regular	2019-09-28T16:00:00.000Z	FALSE	TRUE		3996	Yager Stadium	Miami (OH)	Mid-American	34	0	13	21	0	Buffalo	Mid-American	20	7	7	0	6
401117213	2019	5	regular	2019-09-28T16:00:00.000Z	FALSE	FALSE		3739	Glass Bowl	Toledo	Mid-American	28	0	3	11	14	BYU	FBS Independents	21	0	7	14	0
401119271	2019	5	regular	2019-09-28T16:00:00.000Z	FALSE	TRUE		3980	Waldo Stadium	Western Michigan	Mid-American	31	10	7	7	7	Central Michigan	Mid-American	15	0	0	0	15
401112470	2019	5	regular	2019-09-28T16:30:00.000Z	FALSE	FALSE		3752	Heinz Field	Pittsburgh	ACC	17	0	10	0	7	Delaware		14	0	7	7	0
401114267	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	TRUE		4418	Jerry Richardson Stadium	Charlotte	Conference USA	27	7	7	7	6	Florida Atlantic	Conference USA	45	14	10	14	7
