id	season	week	season_type	start_date	neutral_site	conference_game	attendance	venue_id	venue	home_team	home_conference	home_points	home_line_scores[0]	home_line_scores[1]	home_line_scores[2]	home_line_scores[3]	away_team	away_conference	away_points	away_line_scores[0]	away_line_scores[1]	away_line_scores[2]	away_line_scores[3]
401112161	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	TRUE		3936	Spartan Stadium	Michigan State	Big Ten	40	7	14	0	19	Indiana	Big Ten	31	7	7	3	14
401112467	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	TRUE		3787	Kenan Memorial Stadium	North Carolina	ACC	20	7	7	0	6	Clemson	ACC	21	0	14	0	7
401112469	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	FALSE		3806	Lincoln Financial Field	Temple	American Athletic	24	0	14	10	0	Georgia Tech	ACC	2	0	0	2	0
401121943	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	TRUE		3792	Kidd Brewer Stadium	Appalachian State	Sun Belt	56	14	21	7	14	Coastal Carolina	Sun Belt	37	14	7	9	7
401114356	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	FALSE		3985	Warren McGuirk Alumni Stadium	UMass	FBS Independents	37	7	13	14	3	Akron	Mid-American	29	7	7	7	8
401110806	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	TRUE		3657	Bryant Denny Stadium	Alabama	SEC	59	7	31	14	7	Ole Miss	SEC	31	10	0	7	14
401112472	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	FALSE		3855	Notre Dame Stadium	Notre Dame	FBS Independents	35	14	0	14	7	Virginia	ACC	20	7	10	0	3
401112076	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	TRUE		4727	McLane Stadium	Baylor	Big 12	23	0	7	13	3	Iowa State	Big 12	21	0	0	0	21
401112232	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	TRUE		3907	Ross-Ade Stadium	Purdue	Big Ten	31	3	7	7	14	Minnesota	Big Ten	38	14	14	10	0
401114221	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	TRUE		3765	Husky Stadium	Washington	Pac-12	28	14	3	11	0	USC	Pac-12	14	0	7	7	0
401112466	2019	5	regular	2019-09-28T19:30:00.000Z	FALSE	TRUE		3615	Alumni Stadium	Boston College	ACC	24	0	17	0	7	Wake Forest	ACC	27	10	7	3	7
401110809	2019	5	regular	2019-09-28T20:00:00.000Z	FALSE	FALSE		3634	Ben Hill Griffin Stadium	Florida	SEC	38	7	10	14	7	Towson		0	0	0	0	0
401117873	2019	5	regular	2019-09-28T20:00:00.000Z	FALSE	TRUE		3886	Raymond James Stadium	South Florida	American Athletic	21	0	0	7	14	SMU	American Athletic	48	14	20	7	7
401114269	2019	5	regular	2019-09-28T21:00:00.000Z	FALSE	FALSE		3775	Joan C. Edwards Stadium	Marshall	Conference USA	14	0	0	0	14	Cincinnati	American Athletic	52	14	14	17	7
401121945	2019	5	regular	2019-09-28T22:00:00.000Z	FALSE	TRUE		3608	Paulson Stadium	Georgia Southern	Sun Belt	24	3	10	8	3	Louisiana	Sun Belt	37	7	10	7	13
401121944	2019	5	regular	2019-09-28T22:00:00.000Z	FALSE	TRUE		3975	Veterans Memorial Stadium	Troy	Sun Belt	43	10	21	6	6	Arkansas State	Sun Belt	50	21	10	14	5
401114271	2019	5	regular	2019-09-28T22:00:00.000Z	FALSE	FALSE		3918	Foreman Field	Old Dominion	Conference USA	21	3	0	10	8	East Carolina	American Athletic	24	10	7	0	7
401114350	2019	5	regular	2019-09-28T22:00:00.000Z	FALSE	FALSE		3992	Williams Stadium	Liberty	FBS Independents	17	7	7	3	0	New Mexico	Mountain West	10	0	3	0	7
401110808	2019	5	regular	2019-09-28T23:00:00.000Z	FALSE	TRUE		3785	Jordan-Hare Stadium	Auburn	SEC	56	21	21	7	7	Mississippi State	SEC	23	6	3	7	7
401114273	2019	5	regular	2019-09-28T23:00:00.000Z	FALSE	TRUE		3796	Houchens Industries-L. T. Smith Stadium	Western Kentucky	Conference USA	20	3	10	0	7	UAB	Conference USA	13	3	7	3	0
401112108	2019	5	regular	2019-09-28T23:00:00.000Z	FALSE	TRUE		3646	Boone Pickens Stadium	Oklahoma State	Big 12	26	10	6	7	3	Kansas State	Big 12	13	0	3	0	10
401121946	2019	5	regular	2019-09-28T23:00:00.000Z	FALSE	TRUE		3817	Malone Stadium	Louisiana Monroe	Sun Belt	30	7	10	0	13	South Alabama	Sun Belt	17	7	0	3	7
401114202	2019	5	regular	2019-09-28T23:00:00.000Z	FALSE	TRUE		3893	Reser Stadium	Oregon State	Pac-12	28	0	0	7	21	Stanford	Pac-12	31	7	7	7	10
401114268	2019	5	regular	2019-09-28T23:00:00.000Z	FALSE	TRUE		3895	Rice Stadium	Rice	Conference USA	20	7	7	0	3	Louisiana Tech	Conference USA	23	7	0	7	3
401114272	2019	5	regular	2019-09-28T23:00:00.000Z	FALSE	TRUE		3815	M. M. Roberts Stadium	Southern Mississippi	Conference USA	31	14	10	7	0	UTEP	Conference USA	13	0	6	7	0
401121947	2019	5	regular	2019-09-28T23:00:00.000Z	FALSE	FALSE		3644	Jim Wacker Field at Bobcat Stadium	Texas State	Sun Belt	24	3	0	14	7	Nicholls		3	0	3	0	0
401117872	2019	5	regular	2019-09-28T23:00:00.000Z	FALSE	TRUE		3652	Bright House Networks Stadium	UCF	American Athletic	56	28	14	14	0	Connecticut	American Athletic	21	0	0	7	14
401110810	2019	5	regular	2019-09-28T23:30:00.000Z	FALSE	TRUE		3994	Williams-Brice Stadium	South Carolina	SEC	24	7	3	7	7	Kentucky	SEC	7	0	0	0	7
401112241	2019	5	regular	2019-09-28T23:30:00.000Z	FALSE	TRUE		3834	Memorial Stadium	Nebraska	Big Ten	7	0	0	7	0	Ohio State	Big Ten	48	14	24	10	0
401117513	2019	5	regular	2019-09-28T23:30:00.000Z	FALSE	TRUE		3905	Romney Stadium	Utah State	Mountain West	34	7	17	3	7	Colorado State	Mountain West	24	7	14	3	0
401112468	2019	5	regular	2019-09-28T23:30:00.000Z	FALSE	TRUE		3697	Bobby Bowden Field at Doak Campbell Stadium	Florida State	ACC	31	3	14	7	7	NC State	ACC	13	0	6	0	7
401114270	2019	5	regular	2019-09-29T00:00:00.000Z	FALSE	FALSE		3825	Apogee Stadium	North Texas	Conference USA	25	0	6	12	7	Houston	American Athletic	46	14	3	14	15
401117514	2019	5	regular	2019-09-29T00:00:00.000Z	FALSE	TRUE		3984	War Memorial Stadium	Wyoming	Mountain West	53	7	26	0	20	UNLV	Mountain West	17	10	0	0	7
401114341	2019	5	regular	2019-09-29T00:00:00.000Z	FALSE	FALSE		3601	Aggie Memorial Stadium	New Mexico State	FBS Independents	17	0	3	7	7	Fresno State	Mountain West	30	7	17	6	0
401114226	2019	5	regular	2019-09-29T02:00:00.000Z	FALSE	TRUE		587	Rice-Eccles Stadium	Utah	Pac-12	38	7	14	10	7	Washington State	Pac-12	13	7	6	0	0
401117515	2019	5	regular	2019-09-29T02:30:00.000Z	FALSE	TRUE		3816	Mackay Stadium	Nevada	Mountain West	3	0	3	0	0	Hawai'i	Mountain West	54	7	24	14	9
401114166	2019	5	regular	2019-09-29T02:30:00.000Z	FALSE	TRUE		3619	Arizona Stadium	Arizona	Pac-12	20	0	6	7	7	UCLA	Pac-12	17	7	0	10	0
401121948	2019	6	regular	2019-10-03T23:30:00.000Z	FALSE	TRUE		3797	Ladd Peebles Stadium	South Alabama	Sun Belt	17	0	7	7	3	Georgia Southern	Sun Belt	20	0	10	0	7
401117874	2019	6	regular	2019-10-04T00:00:00.000Z	FALSE	TRUE		3699	Dowdy-Ficklen Stadium	East Carolina	American Athletic	17	7	3	0	7	Temple	American Athletic	27	0	17	7	3
401117875	2019	6	regular	2019-10-05T00:00:00.000Z	FALSE	TRUE		3854	Nippert Stadium	Cincinnati	American Athletic	27	0	10	10	7	UCF	American Athletic	24	3	13	0	8
401117519	2019	6	regular	2019-10-05T02:00:00.000Z	FALSE	TRUE		3935	Spartan Stadium	San José State	Mountain West	32	6	20	0	6	New Mexico	Mountain West	21	0	7	7	7
401112194	2019	6	regular	2019-10-05T16:00:00.000Z	FALSE	TRUE		3558	Michigan Stadium	Michigan	Big Ten	10	10	0	0	0	Iowa	Big Ten	3	0	3	0	0
401110813	2019	6	regular	2019-10-05T16:00:00.000Z	FALSE	FALSE		3958	Tiger Stadium	LSU	SEC	42	7	14	14	7	Utah State	Mountain West	6	6	0	0	0
401114328	2019	6	regular	2019-10-05T16:00:00.000Z	FALSE	FALSE		3841	Blaik Field at Michie Stadium	Army	FBS Independents	33	7	7	7	12	Tulane	American Athletic	42	14	7	7	14
401112260	2019	6	regular	2019-10-05T16:00:00.000Z	FALSE	TRUE		3632	Beaver Stadium	Penn State	Big Ten	35	21	7	0	7	Purdue	Big Ten	7	0	7	0	0
401112269	2019	6	regular	2019-10-05T16:00:00.000Z	FALSE	FALSE		347	Camp Randall Stadium	Wisconsin	Big Ten	48	7	21	13	7	Kent State	Mid-American	0	0	0	0	0
401112205	2019	6	regular	2019-10-05T16:00:00.000Z	FALSE	TRUE		3754	High Point Solutions Stadium	Rutgers	Big Ten	7	0	7	0	0	Maryland	Big Ten	48	7	20	21	0
401117876	2019	6	regular	2019-10-05T16:00:00.000Z	FALSE	TRUE		3892	Rentschler Field	Connecticut	American Athletic	22	0	14	0	8	South Florida	American Athletic	48	7	20	7	14
401112126	2019	6	regular	2019-10-05T16:00:00.000Z	FALSE	TRUE		3784	Jones AT&T Stadium	Texas Tech	Big 12	45	13	7	14	11	Oklahoma State	Big 12	35	0	7	14	14
401112101	2019	6	regular	2019-10-05T16:00:00.000Z	FALSE	TRUE		3833	Memorial Stadium	Kansas	Big 12	20	7	0	0	13	Oklahoma	Big 12	45	7	14	14	10
401112473	2019	6	regular	2019-10-05T16:30:00.000Z	FALSE	TRUE		3873	Papa John's Cardinal Stadium	Louisville	ACC	41	14	14	3	10	Boston College	ACC	39	7	15	7	10
401112088	2019	6	regular	2019-10-05T18:00:00.000Z	FALSE	TRUE		3772	Jack Trice Stadium	Iowa State	Big 12	49	7	14	14	14	TCU	Big 12	24	0	3	7	14
401119273	2019	6	regular	2019-10-05T19:00:00.000Z	FALSE	TRUE		3786	Kelly/Shorts Stadium	Central Michigan	Mid-American	42	7	14	14	7	Eastern Michigan	Mid-American	16	3	0	7	6
401119272	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	TRUE		3764	Brigham Field at Huskie Stadium	Northern Illinois	Mid-American	20	14	3	0	3	Ball State	Mid-American	27	0	3	14	10
401121949	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	TRUE		4246	Georgia State Stadium	Georgia State	Sun Belt	52	7	24	7	14	Arkansas State	Sun Belt	38	0	21	7	10
401117516	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	FALSE		3852	Navy-Marine Corps Memorial Stadium	Navy	American Athletic	34	0	14	7	13	Air Force	Mountain West	25	3	3	3	16
401112137	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	TRUE		3842	Mountaineer Field at Milan Puskar Stadium	West Virginia	Big 12	31	7	7	3	14	Texas	Big 12	42	7	14	0	21
401114337	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	FALSE		3855	Notre Dame Stadium	Notre Dame	FBS Independents	52	21	14	10	7	Bowling Green	Mid-American	0	0	0	0	0
401110812	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	TRUE		3634	Ben Hill Griffin Stadium	Florida	SEC	24	7	10	0	7	Auburn	SEC	13	6	7	0	0
401119274	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	TRUE		3965	UB Stadium	Buffalo	Mid-American	20	0	7	0	7	Ohio	Mid-American	21	0	0	7	7
401119275	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	TRUE		3739	Glass Bowl	Toledo	Mid-American	31	14	10	0	7	Western Michigan	Mid-American	24	7	0	10	7
401114275	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	TRUE		3725	Johnny Red"" Floyd Stadium""	Middle Tennessee	Conference USA	24	10	7	0	7	Marshall	Conference USA	13	7	6	0	0
401112077	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	TRUE		3636	Bill Snyder Family Football Stadium	Kansas State	Big 12	12	3	0	3	6	Baylor	Big 12	31	0	10	7	14
401112149	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	TRUE		3953	TCF Bank Stadium	Minnesota	Big Ten	40	3	13	14	10	Illinois	Big Ten	17	7	3	7	0
401112476	2019	6	regular	2019-10-05T19:30:00.000Z	FALSE	TRUE		3948	Hard Rock Stadium	Miami	ACC	35	0	7	7	21	Virginia Tech	ACC	42	21	7	0	14
401117877	2019	6	regular	2019-10-05T19:45:00.000Z	FALSE	FALSE		3817	Malone Stadium	Louisiana Monroe	Sun Belt	33	3	14	9	7	Memphis	American Athletic	52	7	22	10	13
401112475	2019	6	regular	2019-10-05T20:00:00.000Z	FALSE	TRUE		721	Bobby Dodd Stadium at Historic Grant Field	Georgia Tech	ACC	22	0	0	7	15	North Carolina	ACC	38	3	14	0	21
401110815	2019	6	regular	2019-10-05T20:00:00.000Z	FALSE	FALSE		3838	Faurot Field	Missouri	SEC	42	21	21	0	0	Troy	Sun Belt	10	7	0	3	0
401112242	2019	6	regular	2019-10-05T20:00:00.000Z	FALSE	TRUE		3834	Memorial Stadium	Nebraska	Big Ten	13	7	3	0	3	Northwestern	Big Ten	10	0	3	7	0
401114167	2019	6	regular	2019-10-05T20:30:00.000Z	FALSE	TRUE		3726	Folsom Field	Colorado	Pac-12	30	3	17	7	3	Arizona	Pac-12	35	7	7	14	7
401114276	2019	6	regular	2019-10-05T22:00:00.000Z	FALSE	TRUE		3918	Foreman Field	Old Dominion	Conference USA	3	0	3	0	0	Western Kentucky	Conference USA	20	0	10	3	7
401110816	2019	6	regular	2019-10-05T23:00:00.000Z	FALSE	TRUE		3853	Neyland Stadium	Tennessee	SEC	14	7	7	0	0	Georgia	SEC	43	10	16	3	14
401114277	2019	6	regular	2019-10-05T23:00:00.000Z	FALSE	TRUE		3803	Legion Field	UAB	Conference USA	35	0	21	14	0	Rice	Conference USA	20	7	13	0	0
401114274	2019	6	regular	2019-10-05T23:00:00.000Z	FALSE	FALSE		218	FIU Stadium	Florida International	Conference USA	44	17	17	10	0	UMass	FBS Independents	0	0	0	0	0
401110814	2019	6	regular	2019-10-05T23:30:00.000Z	FALSE	TRUE		3974	Vaught-Hemingway Stadium	Ole Miss	SEC	31	10	0	14	7	Vanderbilt	SEC	6	0	6	0	0
401117878	2019	6	regular	2019-10-05T23:30:00.000Z	FALSE	TRUE		3735	Gerald J. Ford Stadium	SMU	American Athletic	43	6	3	0	21	Tulsa	American Athletic	37	3	20	7	0
401112216	2019	6	regular	2019-10-05T23:30:00.000Z	FALSE	TRUE		3861	Ohio Stadium	Ohio State	Big Ten	34	3	24	0	7	Michigan State	Big Ten	10	0	10	0	0
401114342	2019	6	regular	2019-10-06T00:00:00.000Z	FALSE	FALSE		3601	Aggie Memorial Stadium	New Mexico State	FBS Independents	13	0	0	6	7	Liberty	FBS Independents	20	3	7	3	7
401114278	2019	6	regular	2019-10-06T00:00:00.000Z	FALSE	TRUE		3946	Sun Bowl Stadium	UTEP	Conference USA	16	0	3	7	6	UT San Antonio	Conference USA	26	7	3	6	10
401114177	2019	6	regular	2019-10-06T00:00:00.000Z	FALSE	TRUE		3626	Autzen Stadium	Oregon	Pac-12	17	0	0	10	7	California	Pac-12	7	7	0	0	0
401112474	2019	6	regular	2019-10-06T00:00:00.000Z	FALSE	TRUE		3982	Wallace Wade Stadium	Duke	ACC	30	3	0	7	20	Pittsburgh	ACC	33	10	9	7	7
401114203	2019	6	regular	2019-10-06T01:00:00.000Z	FALSE	TRUE		1056	Rose Bowl	UCLA	Pac-12	31	0	10	14	7	Oregon State	Pac-12	48	21	6	14	7
401117518	2019	6	regular	2019-10-06T02:00:00.000Z	FALSE	TRUE		5388	Canvas Stadium	Colorado State	Mountain West	10	3	0	0	7	San Diego State	Mountain West	24	3	7	7	7
401114209	2019	6	regular	2019-10-06T02:30:00.000Z	FALSE	TRUE		3940	Stanford Stadium	Stanford	Pac-12	23	3	10	7	3	Washington	Pac-12	13	7	3	3	0
401117517	2019	6	regular	2019-10-06T02:30:00.000Z	FALSE	TRUE		3914	Sam Boyd Stadium	UNLV	Mountain West	13	0	0	7	6	Boise State	Mountain West	38	7	10	7	14
401121950	2019	7	regular	2019-10-10T00:00:00.000Z	FALSE	TRUE		3666	Cajun Field	Louisiana	Sun Belt	7	0	7	0	0	Appalachian State	Sun Belt	17	7	0	3	7
401112477	2019	7	regular	2019-10-11T00:00:00.000Z	FALSE	TRUE		3670	Carter-Finley Stadium	NC State	ACC	16	6	7	3	0	Syracuse	ACC	10	0	0	3	7
401121951	2019	7	regular	2019-10-11T01:15:00.000Z	FALSE	TRUE		3644	Jim Wacker Field at Bobcat Stadium	Texas State	Sun Belt	14	0	7	7	0	Louisiana Monroe	Sun Belt	24	7	10	0	7
401117522	2019	7	regular	2019-10-12T00:00:00.000Z	FALSE	TRUE		3971	University Stadium	New Mexico	Mountain West	21	6	8	0	7	Colorado State	Mountain West	35	7	14	7	7
401112478	2019	7	regular	2019-10-12T00:00:00.000Z	FALSE	TRUE		3948	Hard Rock Stadium	Miami	ACC	17	7	0	0	10	Virginia	ACC	9	0	3	0	6
401114186	2019	7	regular	2019-10-12T02:00:00.000Z	FALSE	TRUE		3626	Autzen Stadium	Oregon	Pac-12	45	7	17	14	7	Colorado	Pac-12	3	3	0	0	0
401112162	2019	7	regular	2019-10-12T16:00:00.000Z	FALSE	TRUE		3830	Memorial Stadium	Indiana	Big Ten	35	21	0	14	0	Rutgers	Big Ten	0	0	0	0	0
401112118	2019	7	regular	2019-10-12T16:00:00.000Z	TRUE	TRUE		499	Cotton Bowl	Texas	Big 12	27	0	3	14	10	Oklahoma	Big 12	34	7	3	10	14
401110817	2019	7	regular	2019-10-12T16:00:00.000Z	FALSE	TRUE		3917	Sanford Stadium	Georgia	SEC	17	3	7	0	7	South Carolina	SEC	20	7	10	0	0
401117881	2019	7	regular	2019-10-12T16:00:00.000Z	FALSE	TRUE		3806	Lincoln Financial Field	Temple	American Athletic	30	13	10	0	7	Memphis	American Athletic	28	0	14	7	7
401112206	2019	7	regular	2019-10-12T16:00:00.000Z	FALSE	TRUE		3907	Ross-Ade Stadium	Purdue	Big Ten	40	13	17	3	7	Maryland	Big Ten	14	0	14	0	0
401119280	2019	7	regular	2019-10-12T16:00:00.000Z	FALSE	TRUE		3700	Doyt Perry Stadium	Bowling Green	Mid-American	20	10	7	3	0	Toledo	Mid-American	7	0	7	0	0
401119278	2019	7	regular	2019-10-12T16:00:00.000Z	FALSE	TRUE		3980	Waldo Stadium	Western Michigan	Mid-American	38	0	21	0	17	Miami (OH)	Mid-American	16	6	0	3	7
401110821	2019	7	regular	2019-10-12T16:00:00.000Z	FALSE	TRUE		3853	Neyland Stadium	Tennessee	SEC	20	7	3	3	7	Mississippi State	SEC	10	0	3	0	7
401112150	2019	7	regular	2019-10-12T16:00:00.000Z	FALSE	TRUE		3832	Memorial Stadium	Illinois	Big Ten	25	0	7	10	8	Michigan	Big Ten	42	14	14	0	14
401112480	2019	7	regular	2019-10-12T16:30:00.000Z	FALSE	TRUE		3982	Wallace Wade Stadium	Duke	ACC	41	10	28	3	0	Georgia Tech	ACC	23	7	7	3	6
401119276	2019	7	regular	2019-10-12T18:00:00.000Z	FALSE	TRUE		3912	Rynearson Stadium	Eastern Michigan	Mid-American	23	7	10	6	0	Ball State	Mid-American	29	0	14	7	8
401114283	2019	7	regular	2019-10-12T18:30:00.000Z	FALSE	TRUE		3775	Joan C. Edwards Stadium	Marshall	Conference USA	31	7	10	7	7	Old Dominion	Conference USA	17	0	10	7	0
401114343	2019	7	regular	2019-10-12T19:00:00.000Z	FALSE	FALSE		3786	Kelly/Shorts Stadium	Central Michigan	Mid-American	42	14	14	6	8	New Mexico State	FBS Independents	28	7	14	0	7
401119277	2019	7	regular	2019-10-12T19:30:00.000Z	FALSE	TRUE		3768	Summa Field at InfoCision Stadium	Akron	Mid-American	3	0	3	0	0	Kent State	Mid-American	26	7	10	0	9
401112217	2019	7	regular	2019-10-12T19:30:00.000Z	FALSE	TRUE		347	Camp Randall Stadium	Wisconsin	Big Ten	38	7	10	0	21	Michigan State	Big Ten	0	0	0	0	0
401114157	2019	7	regular	2019-10-12T19:30:00.000Z	FALSE	TRUE		3947	Sun Devil Stadium	Arizona State	Pac-12	38	0	17	7	14	Washington State	Pac-12	34	10	7	14	3
401117214	2019	7	regular	2019-10-12T19:30:00.000Z	FALSE	FALSE		3886	Raymond James Stadium	South Florida	American Athletic	27	0	7	7	13	BYU	FBS Independents	23	3	13	7	0
401119279	2019	7	regular	2019-10-12T19:30:00.000Z	FALSE	TRUE		3876	Peden Stadium	Ohio	Mid-American	36	7	14	0	15	Northern Illinois	Mid-American	39	10	0	12	17
401112479	2019	7	regular	2019-10-12T19:30:00.000Z	FALSE	TRUE		3836	Memorial Stadium	Clemson	ACC	45	14	14	14	3	Florida State	ACC	14	0	0	7	7
401117879	2019	7	regular	2019-10-12T19:30:00.000Z	FALSE	TRUE		4728	John O'Quinn Field at TDECU Stadium	Houston	American Athletic	23	3	7	7	6	Cincinnati	American Athletic	38	14	7	0	17
401110822	2019	7	regular	2019-10-12T19:30:00.000Z	FALSE	TRUE		3795	Kyle Field	Texas A&M	SEC	28	7	6	7	8	Alabama	SEC	47	14	10	10	13
401117880	2019	7	regular	2019-10-12T19:45:00.000Z	FALSE	TRUE		4729	Benson Field at Yulman Stadium	Tulane	American Athletic	49	14	14	14	7	Connecticut	American Athletic	7	0	0	0	7
401117524	2019	7	regular	2019-10-12T20:00:00.000Z	FALSE	TRUE		3816	Mackay Stadium	Nevada	Mountain West	41	14	10	7	10	San José State	Mountain West	38	3	7	14	14
401112482	2019	7	regular	2019-10-12T20:00:00.000Z	FALSE	FALSE		3799	Lane Stadium	Virginia Tech	ACC	34	10	7	7	10	Rhode Island		17	0	6	11	0
401112078	2019	7	regular	2019-10-12T20:00:00.000Z	FALSE	TRUE		4727	McLane Stadium	Baylor	Big 12	33	0	3	14	3	Texas Tech	Big 12	30	3	3	7	7
401112089	2019	7	regular	2019-10-12T20:00:00.000Z	FALSE	TRUE		3842	Mountaineer Field at Milan Puskar Stadium	West Virginia	Big 12	14	7	7	0	0	Iowa State	Big 12	38	0	14	7	17
401110823	2019	7	regular	2019-10-12T20:00:00.000Z	FALSE	FALSE		3973	Vanderbilt Stadium	Vanderbilt	SEC	10	7	3	0	0	UNLV	Mountain West	34	7	17	0	10
401114280	2019	7	regular	2019-10-12T20:00:00.000Z	FALSE	TRUE		3715	FAU Stadium	Florida Atlantic	Conference USA	28	2	10	10	6	Middle Tennessee	Conference USA	13	6	7	0	0
401121952	2019	7	regular	2019-10-12T21:00:00.000Z	FALSE	TRUE		3654	Brooks Stadium	Coastal Carolina	Sun Belt	21	3	3	7	8	Georgia State	Sun Belt	31	3	14	14	0
401114284	2019	7	regular	2019-10-12T22:00:00.000Z	FALSE	TRUE		3604	Alamodome	UT San Antonio	Conference USA	14	0	7	7	0	UAB	Conference USA	33	3	13	7	10
401114285	2019	7	regular	2019-10-12T23:00:00.000Z	FALSE	FALSE		3796	Houchens Industries-L. T. Smith Stadium	Western Kentucky	Conference USA	17	7	0	3	7	Army	FBS Independents	8	0	0	0	8
401114279	2019	7	regular	2019-10-12T23:00:00.000Z	FALSE	TRUE		218	FIU Stadium	Florida International	Conference USA	48	7	21	13	7	Charlotte	Conference USA	23	10	7	6	0
401110820	2019	7	regular	2019-10-12T23:00:00.000Z	FALSE	TRUE		3838	Faurot Field	Missouri	SEC	38	3	9	23	3	Ole Miss	SEC	27	7	0	7	13
401117520	2019	7	regular	2019-10-12T23:00:00.000Z	FALSE	TRUE		3713	Falcon Stadium	Air Force	Mountain West	43	7	15	7	14	Fresno State	Mountain West	24	14	10	0	0
401114282	2019	7	regular	2019-10-12T23:00:00.000Z	FALSE	TRUE		3815	M. M. Roberts Stadium	Southern Mississippi	Conference USA	45	13	15	10	7	North Texas	Conference USA	27	7	13	0	7
401114281	2019	7	regular	2019-10-12T23:00:00.000Z	FALSE	FALSE		3776	Joe Aillet Stadium	Louisiana Tech	Conference USA	69	28	24	10	7	UMass	FBS Independents	21	0	14	7	0
401117882	2019	7	regular	2019-10-12T23:30:00.000Z	FALSE	TRUE		3674	Skelly Field at H. A. Chapman Stadium	Tulsa	American Athletic	17	3	0	7	7	Navy	American Athletic	45	7	21	0	17
401112233	2019	7	regular	2019-10-12T23:30:00.000Z	FALSE	TRUE		3953	TCF Bank Stadium	Minnesota	Big Ten	34	7	7	20	0	Nebraska	Big Ten	7	0	0	0	7
401110818	2019	7	regular	2019-10-12T23:30:00.000Z	FALSE	TRUE		3683	Commonwealth Stadium	Kentucky	SEC	24	0	7	10	7	Arkansas	SEC	20	7	6	0	7
401114222	2019	7	regular	2019-10-12T23:30:00.000Z	FALSE	FALSE		3855	Notre Dame Stadium	Notre Dame	FBS Independents	30	0	17	3	10	USC	Pac-12	27	3	0	10	14
401112195	2019	7	regular	2019-10-12T23:30:00.000Z	FALSE	TRUE		3793	Kinnick Stadium	Iowa	Big Ten	12	3	3	0	6	Penn State	Big Ten	17	0	7	3	7
401112481	2019	7	regular	2019-10-12T23:30:00.000Z	FALSE	TRUE		3630	BB&T Field	Wake Forest	ACC	59	7	14	10	28	Louisville	ACC	62	21	10	14	17
401114204	2019	7	regular	2019-10-13T00:00:00.000Z	FALSE	TRUE		3893	Reser Stadium	Oregon State	Pac-12	7	0	0	0	7	Utah	Pac-12	52	21	14	14	3
401110819	2019	7	regular	2019-10-13T00:00:00.000Z	FALSE	TRUE		3958	Tiger Stadium	LSU	SEC	42	7	14	14	7	Florida	SEC	28	7	14	7	0
401117521	2019	7	regular	2019-10-13T02:15:00.000Z	FALSE	TRUE		3653	Albertsons Stadium	Boise State	Mountain West	59	14	17	21	7	Hawai'i	Mountain West	37	7	7	7	16
401117523	2019	7	regular	2019-10-13T02:30:00.000Z	FALSE	TRUE		3932	Qualcomm Stadium	San Diego State	Mountain West	26	3	3	13	7	Wyoming	Mountain West	22	0	14	0	8
401114168	2019	7	regular	2019-10-13T03:00:00.000Z	FALSE	TRUE		3619	Arizona Stadium	Arizona	Pac-12	27	0	17	0	10	Washington	Pac-12	51	6	7	14	24
401121953	2019	8	regular	2019-10-17T00:00:00.000Z	FALSE	TRUE		3975	Veterans Memorial Stadium	Troy	Sun Belt	37	3	13	7	14	South Alabama	Sun Belt	13	3	7	3	0
401121954	2019	8	regular	2019-10-17T23:30:00.000Z	FALSE	TRUE		3625	Centennial Bank Stadium	Arkansas State	Sun Belt	20	7	3	3	7	Louisiana	Sun Belt	37	7	17	0	13
401114210	2019	8	regular	2019-10-18T01:00:00.000Z	FALSE	TRUE		3940	Stanford Stadium	Stanford	Pac-12	16	10	0	0	6	UCLA	Pac-12	34	14	7	6	7
401114288	2019	8	regular	2019-10-18T22:30:00.000Z	FALSE	TRUE		3715	FAU Stadium	Florida Atlantic	Conference USA	31	14	3	0	14	Marshall	Conference USA	36	10	7	5	14
401112483	2019	8	regular	2019-10-18T23:00:00.000Z	FALSE	TRUE		1964	Carrier Dome	Syracuse	ACC	20	3	3	7	7	Pittsburgh	ACC	27	10	14	0	3
401112248	2019	8	regular	2019-10-19T00:30:00.000Z	FALSE	TRUE		3911	Ryan Field	Northwestern	Big Ten	3	3	0	0	0	Ohio State	Big Ten	52	7	24	7	14
